ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
000001.SH,20210727,48692787278416.0,37935533097703.0,4962553505118.0,3771654675321.0,1570131079798.0,1.15,2.75,15.17,13.8,1.48
000001.SH,20210728,48438233569257.0,37762805849428.0,4963049086840.0,3771783438277.0,1570309428856.0,0.97,2.33,15.1,13.74,1.48
000001.SH,20210729,49109681135571.0,38297420070006.0,4962850460112.0,3771556704043.0,1570106301164.0,0.85,2.04,15.3,13.91,1.5
000001.SH,20210730,48936993852023.0,38117553289223.0,4963729493360.0,3771760200722.0,1570386646405.0,0.93,2.23,15.25,13.84,1.49
000001.SH,20210802,49936800687399.0,38910094959332.0,4967026521022.0,3773769554197.0,1570015214913.0,1.07,2.56,15.55,14.1,1.52
000001.SH,20210803,49680380126110.0,38758672129036.0,4967524751651.0,3773872401840.0,1570672760999.0,0.99,2.38,15.47,14.02,1.51
000001.SH,20210804,50063274364783.0,39071095240147.0,4968791535713.0,3774027535357.0,1571222091688.0,0.86,2.06,15.59,14.13,1.53
000001.SH,20210805,49946611405073.0,38937218186424.0,4969668866930.0,3774185585307.0,1571403979883.0,0.85,2.05,15.55,14.09,1.52
000001.SH,20210806,49831767186479.0,38879337364452.0,4969762023782.0,3774757103232.0,1571097842885.0,0.83,1.98,15.52,14.05,1.52
000001.SH,20210809,50351547352307.0,39319363898195.0,4970243155854.0,3775139347942.0,1571775231845.0,0.86,2.07,15.68,14.2,1.53
000001.SH,20210810,50855349709804.0,39747574303772.0,4970365035354.0,3775259858795.0,1570744524217.0,0.85,2.03,15.83,14.33,1.55
000001.SH,20210811,50962329679453.0,39788917801927.0,4971144084883.0,3775380568999.0,1570825240641.0,0.93,2.25,15.87,14.36,1.55
000001.SH,20210812,50915143293029.0,39712718088508.0,4972388288287.0,3776036183001.0,1570757228544.0,0.94,2.25,15.85,14.34,1.55
000001.SH,20210813,50892408699986.0,39667030583679.0,4972789003896.0,3776109237589.0,1570797198882.0,0.93,2.23,15.84,14.33,1.55
000001.SH,20210816,50904200667451.0,39657633613806.0,4971536880778.0,3774885060597.0,1570031332451.0,0.95,2.27,15.79,14.23,1.55
000001.SH,20210817,49976221344885.0,38891448090604.0,4975160335418.0,3776783923389.0,1570926643198.0,1.03,2.47,15.5,13.95,1.52
000001.SH,20210818,50640106217225.0,39344221394969.0,4976714128162.0,3777275473212.0,1570549091242.0,0.95,2.28,15.7,14.1,1.54
000001.SH,20210819,50329307726899.0,39115038677265.0,4976947488595.0,3777403016333.0,1570218568840.0,0.92,2.22,15.61,13.99,1.53
000001.SH,20210820,49827982209095.0,38679474404230.0,4977394384939.0,3777641292093.0,1570582976774.0,0.86,2.07,15.45,13.83,1.51
000001.SH,20210823,50509989237857.0,39219370941512.0,4978176435017.0,3778394289342.0,1565153740025.0,0.93,2.25,15.66,14.0,1.53
000001.SH,20210824,51013616544370.0,39660448170968.0,4979595192489.0,3778420738118.0,1568350012679.0,1.05,2.53,15.82,14.12,1.55
000001.SH,20210825,51369002307700.0,39998814556120.0,4979863444877.0,3780402816137.0,1569204644386.0,1.06,2.55,15.93,14.17,1.55
000001.SH,20210826,50841722555733.0,39577708485590.0,4980414104107.0,3780468850477.0,1569211560562.0,1.22,2.94,15.76,13.98,1.54
000001.SH,20210827,51153053365279.0,39863934318078.0,4980556412620.0,3787140136091.0,1563440220210.0,1.1,2.67,15.86,13.94,1.54
000001.SH,20210830,51278749219391.0,39992587580894.0,4981252168800.0,3787753173653.0,1568460458089.0,1.25,3.02,15.88,13.62,1.53
000001.SH,20210831,51543076587851.0,40201934696179.0,4981462119102.0,3790015485432.0,1556715849838.0,1.28,3.13,15.96,13.49,1.53
000001.SH,20210901,51954070287186.0,40485285841018.0,4981741935266.0,3790157918231.0,1525123821507.0,1.65,4.11,16.09,13.6,1.54
000001.SH,20210902,52388455111342.0,40887351209383.0,4982130465644.0,3794289431591.0,1539108943436.0,1.39,3.43,16.22,13.71,1.55
000001.SH,20210903,52235330832652.0,40736631070675.0,4982786628511.0,3794437442236.0,1539223670324.0,1.48,3.65,16.17,13.67,1.55
000001.SH,20210906,52816796311870.0,41205001345077.0,4982950470853.0,3794568580254.0,1539527417552.0,1.26,3.11,16.35,13.82,1.56
000001.SH,20210907,53612589517819.0,41849263437512.0,4983980106314.0,3794863150320.0,1539748902842.0,1.34,3.3,16.6,14.03,1.59
000001.SH,20210908,53661396394746.0,41847522486610.0,4985440535122.0,3794993031330.0,1539697611008.0,1.42,3.51,16.61,14.04,1.59
000001.SH,20210909,53938293924851.0,42085315426090.0,4986312861963.0,3795402460612.0,1540201113681.0,1.49,3.68,16.7,14.11,1.59
000001.SH,20210910,54105528501310.0,42212952377237.0,4986731289753.0,3795511062071.0,1540289315773.0,1.57,3.88,16.75,14.15,1.6
000001.SH,20210913,54321851965916.0,42381123418831.0,4982479669415.0,3791103817960.0,1537798307309.0,1.39,3.42,16.84,14.21,1.61
000001.SH,20210914,53516458966831.0,41777848917988.0,4982481600186.0,3791105334273.0,1538224986276.0,1.41,3.48,16.59,13.99,1.58
000001.SH,20210915,53402028880373.0,41692862384694.0,4982758034093.0,3791151979788.0,1539285171304.0,1.16,2.85,16.55,13.96,1.58
000001.SH,20210916,52707013220653.0,41154230101956.0,4983743733268.0,3791327897417.0,1539450423555.0,1.35,3.34,16.33,13.78,1.56
000001.SH,20210917,52795273067208.0,41231020720667.0,4982168785431.0,3789700686853.0,1537731852243.0,1.24,3.07,16.36,13.8,1.56
000001.SH,20210922,53054100428045.0,41452549086977.0,4984152969351.0,3790607458807.0,1538740668830.0,1.13,2.79,16.43,13.87,1.57
000001.SH,20210923,53247971454070.0,41595796542231.0,4984316342913.0,3790680426317.0,1538844029218.0,1.31,3.22,16.49,13.92,1.58
000001.SH,20210924,52805568596633.0,41264635073083.0,4984821390641.0,3790993278876.0,1539436434096.0,1.24,3.05,16.36,13.8,1.56
000001.SH,20210927,52412308608082.0,40988145202319.0,4986069209850.0,3792808658979.0,1540365831451.0,1.26,3.1,16.23,13.69,1.55
000001.SH,20210928,52849928464128.0,41242523777575.0,5028747550863.0,3804792230133.0,1552245532329.0,1.08,2.64,16.34,13.78,1.56
000001.SH,20210929,51957750270553.0,40488925189708.0,5029266910673.0,3804817363312.0,1552107045716.0,1.1,2.71,16.06,13.54,1.53
000001.SH,20210930,52382359236540.0,40847243389919.0,5029909911204.0,3804970718281.0,1552148581427.0,0.97,2.37,16.19,13.65,1.55
000001.SH,20211008,52786742201644.0,41160033945953.0,5030294217690.0,3805781022180.0,1552833518753.0,1.01,2.47,16.31,13.76,1.56
000001.SH,20211011,52835246377100.0,41191563413549.0,5030749192189.0,3806244956463.0,1553461812666.0,0.97,2.38,16.33,13.77,1.56
000001.SH,20211012,52226052572020.0,40706809613235.0,5031182294395.0,3806392620413.0,1553617614311.0,1.0,2.44,16.14,13.61,1.54
000001.SH,20211013,52379726651170.0,40867732433631.0,5030983797873.0,3806228865850.0,1553455879948.0,0.79,1.94,16.19,13.65,1.54
000001.SH,20211014,52324010522361.0,40815997194960.0,5031040260049.0,3806332798326.0,1553559106708.0,0.71,1.75,16.17,13.63,1.54
000001.SH,20211015,52534652651043.0,40992106413914.0,5031139431449.0,3806384626924.0,1553839419663.0,0.78,1.91,16.23,13.68,1.55
000001.SH,20211018,52481991342166.0,40933148170776.0,5031213750447.0,3806453606937.0,1553950135551.0,0.83,2.04,16.22,13.66,1.55
000001.SH,20211019,52857859924987.0,41216944145779.0,5031941400951.0,3809457865615.0,1552839866405.0,0.82,2.02,16.33,13.74,1.56
000001.SH,20211020,52769536694632.0,41160985961986.0,5035608960705.0,3811507370340.0,1554092770602.0,0.83,2.05,16.3,13.71,1.55
000001.SH,20211021,52938546126421.0,41269905200154.0,5035755589877.0,3811527056596.0,1554149153680.0,0.86,2.11,16.35,13.74,1.56
000001.SH,20211022,52777425325973.0,41140242850424.0,5035874058401.0,3811678489416.0,1556393970728.0,0.87,2.13,16.3,13.69,1.55
000001.SH,20211025,53159969861523.0,41457007062755.0,5036057510856.0,3812399002614.0,1552959062016.0,0.79,1.93,16.41,13.75,1.56
000001.SH,20211026,52987143817677.0,41314229064909.0,5036987882483.0,3812472992566.0,1552985646663.0,0.82,2.02,16.36,13.7,1.56
000001.SH,20211027,52493414457406.0,40938374205199.0,5039627010371.0,3813905190762.0,1553333721423.0,0.84,2.06,16.2,13.57,1.54
000001.SH,20211028,51873403385640.0,40427086472628.0,5039989017199.0,3814104865801.0,1553832320331.0,0.92,2.25,16.01,13.41,1.52
000001.SH,20211029,52281193588657.0,40761501633517.0,5040260156028.0,3816148955467.0,1536851079701.0,0.87,2.17,16.13,13.66,1.52
000001.SH,20211101,52283077973831.0,40698606036213.0,5040547323807.0,3816294797380.0,1545920842710.0,0.92,2.26,16.13,13.48,1.5
000001.SH,20211102,51926342559460.0,40275039063846.0,5045857956782.0,3817032762274.0,1545866759156.0,1.01,2.5,15.99,13.35,1.48
000001.SH,20211103,51823523527720.0,40192470638464.0,5045858068721.0,3817039829873.0,1545127544357.0,0.74,1.83,15.96,13.33,1.48
000001.SH,20211104,52185451617931.0,40506026149016.0,5045858046282.0,3817038843397.0,1545177903862.0,0.76,1.88,16.07,13.42,1.49
000001.SH,20211105,51682922542209.0,40112630115763.0,5046178412364.0,3817211202640.0,1545377501789.0,0.85,2.09,15.91,13.29,1.48
000001.SH,20211108,51781886959085.0,40200295748383.0,5046338005133.0,3817384080384.0,1545768706737.0,0.72,1.77,15.94,13.32,1.48
000001.SH,20211109,51906584057049.0,40286689188811.0,5046624206162.0,3817425170851.0,1544847974867.0,0.69,1.7,15.98,13.35,1.48
000001.SH,20211110,51698793662117.0,40096805121872.0,5047248641571.0,3817467239134.0,1550163178405.0,0.75,1.84,15.92,13.29,1.48
000001.SH,20211111,52333158612748.0,40565290451332.0,5050231663545.0,3817744274535.0,1550739693863.0,0.78,1.93,16.11,13.45,1.49
000001.SH,20211112,52386781346436.0,40619018231570.0,5050336362351.0,3817862445512.0,1550043206998.0,0.74,1.81,16.12,13.47,1.49
000001.SH,20211115,52301065565228.0,40551395636426.0,5050417935799.0,3818035451841.0,1550055857979.0,0.75,1.85,16.1,13.44,1.49
000001.SH,20211116,52133871975537.0,40549054854002.0,5050431786927.0,3845051856094.0,1577223918257.0,0.74,1.81,16.05,13.4,1.49
000001.SH,20211117,52331122241549.0,40710074851833.0,5050349369770.0,3845000824920.0,1577810675168.0,0.66,1.61,16.11,13.45,1.49
000001.SH,20211118,52086794871918.0,40518380873176.0,5050809392355.0,3845282609570.0,1578014397390.0,0.74,1.81,16.03,13.39,1.49
000001.SH,20211119,52654929420143.0,40961338181506.0,5051076594552.0,3845281615670.0,1578189157312.0,0.77,1.87,16.21,13.53,1.5
000001.SH,20211122,52940425971749.0,41202974387801.0,5052440726588.0,3849476008162.0,1578926118734.0,0.79,1.92,16.29,13.61,1.51
000001.SH,20211123,53042044584471.0,41294693402650.0,5052605760828.0,3849532826512.0,1578964340378.0,0.86,2.11,16.32,13.63,1.51
000001.SH,20211124,53146298749629.0,41369225296429.0,5053120279261.0,3849817309614.0,1578644687173.0,0.8,1.95,16.35,13.66,1.52
000001.SH,20211125,53014698567577.0,41264164280847.0,5053244741317.0,3849877591826.0,1577519898678.0,0.73,1.79,16.31,13.62,1.51
000001.SH,20211126,52701293583103.0,41033968059632.0,5053344565393.0,3849878969345.0,1577737571395.0,0.72,1.76,16.22,13.54,1.5
000001.SH,20211129,52666035307624.0,41026956616760.0,5054793403512.0,3850466026603.0,1577854518104.0,0.8,1.95,16.21,13.53,1.5
000001.SH,20211130,52689027281279.0,41016701213108.0,5054801469850.0,3850483603751.0,1577962814270.0,0.84,2.05,16.21,13.54,1.5
000001.SH,20211201,52908479774255.0,41193690455792.0,5055065179014.0,3850543611182.0,1578053900431.0,0.79,1.93,16.28,13.6,1.51
000001.SH,20211202,52904241345097.0,41202887274225.0,5055558357099.0,3850769459902.0,1578222285682.0,0.85,2.07,16.28,13.59,1.51
000001.SH,20211203,53387325572214.0,41593373209783.0,5055646022382.0,3850803462815.0,1578259855433.0,0.9,2.18,16.43,13.72,1.52
000001.SH,20211206,53181702984971.0,41427620982078.0,5057523185317.0,3851226261434.0,1578643384675.0,1.01,2.46,16.36,13.66,1.52
000001.SH,20211207,53320951592626.0,41534100964813.0,5058147715908.0,3851484418227.0,1578863252468.0,0.97,2.37,16.4,13.7,1.52
000001.SH,20211208,53905941064017.0,42229887782273.0,5058470156650.0,3868404322385.0,1579309235722.0,0.85,2.08,16.58,13.85,1.54
000001.SH,20211209,54432716935661.0,42642468958037.0,5058470156650.0,3868929298501.0,1579980815105.0,1.02,2.5,16.74,13.98,1.55
000001.SH,20211210,54335669099042.0,42561597634576.0,5058572886650.0,3869218504161.0,1580164859256.0,0.98,2.39,16.71,13.96,1.55
000001.SH,20211213,54539727483248.0,42718263038104.0,5059743806123.0,3869888154275.0,1580725048454.0,1.0,2.44,16.77,14.01,1.55
000001.SH,20211214,54221473774245.0,42486719204544.0,5060126234245.0,3870083034809.0,1580974332244.0,0.87,2.12,16.67,13.93,1.55
000001.SH,20211215,54051169415644.0,42328162235293.0,5061195260956.0,3870302115898.0,1581258979590.0,0.9,2.19,16.62,13.88,1.54
000001.SH,20211216,54499288629479.0,42677637316462.0,5061604290968.0,3870601611208.0,1581600348174.0,0.92,2.24,16.76,14.0,1.55
000001.SH,20211217,53913016644876.0,42201907756571.0,5061608578393.0,3870606345663.0,1582131593187.0,0.98,2.4,16.58,13.85,1.54
000001.SH,20211220,53389004637197.0,41781197934045.0,5062015200287.0,3870719625658.0,1582098729133.0,1.02,2.49,16.41,13.71,1.52
000001.SH,20211221,53861620923175.0,42158425912772.0,5062072708955.0,3870979571550.0,1580848142689.0,0.99,2.43,16.56,13.83,1.53
000001.SH,20211222,53820236580551.0,42136526052947.0,5062674948982.0,3871427986853.0,1581140824774.0,0.95,2.33,16.55,13.82,1.53
000001.SH,20211223,54136981909469.0,42407972060688.0,5063973610272.0,3871577015694.0,1582173065860.0,0.91,2.23,16.64,13.9,1.54
000001.SH,20211224,53794383706786.0,42149434322473.0,5065733011608.0,3871954019850.0,1582622020852.0,0.93,2.26,16.53,13.81,1.53
000001.SH,20211227,53764596850329.0,42139146303251.0,5066434710748.0,3873251627320.0,1584039735437.0,0.78,1.9,16.52,13.8,1.53
000001.SH,20211228,53987980347771.0,42333319788853.0,5067124096150.0,3873970416011.0,1583994472856.0,0.75,1.84,16.59,13.86,1.54
000001.SH,20211229,53517742767559.0,41928121863105.0,5067712281333.0,3874599224593.0,1584014200624.0,0.73,1.77,16.45,13.73,1.52
000001.SH,20211230,53849123470328.0,42195908049813.0,5067686489344.0,3874761085570.0,1584287589996.0,0.74,1.8,16.55,13.82,1.53
000001.SH,20211231,54155605016515.0,42458301843641.0,5067872997849.0,3876540534333.0,1585398256840.0,0.78,1.92,16.64,13.9,1.54
000001.SH,20220104,54081075891429.0,42414110560058.0,5067940965177.0,3878814163068.0,1587380227291.0,0.98,2.4,16.62,13.88,1.54
000001.SH,20220105,53649807973375.0,42005890292836.0,5069387963365.0,3879073309058.0,1587497652131.0,1.0,2.44,16.48,13.77,1.53
000001.SH,20220106,53513043565320.0,41888545659812.0,5069544739346.0,3879152962690.0,1587911468907.0,0.89,2.16,16.44,13.73,1.52
000001.SH,20220107,53518367185210.0,41846194520142.0,5069611261517.0,3879222827800.0,1587971719197.0,1.05,2.56,16.44,13.73,1.52
000001.SH,20220110,53718216859420.0,42005656502938.0,5069924574091.0,3880602303121.0,1587866498180.0,0.85,2.09,16.5,13.79,1.53
000001.SH,20220111,53360541838681.0,41726727813202.0,5069924316025.0,3880748264081.0,1587961415799.0,0.86,2.1,16.39,13.68,1.52
000001.SH,20220112,53757473511522.0,42078465170890.0,5070003404966.0,3883117215373.0,1588588530952.0,0.82,2.0,16.51,13.77,1.53
000001.SH,20220113,53190366135111.0,41597026312497.0,5070131811270.0,3883191066893.0,1588743924641.0,0.89,2.17,16.34,13.62,1.51
000001.SH,20220114,52636027558984.0,41156689687655.0,5070154566947.0,3883264359915.0,1588676766142.0,0.9,2.2,16.17,13.47,1.49
000001.SH,20220117,52898569812439.0,41383485476608.0,5070166081849.0,3883633463807.0,1589699171019.0,0.75,1.83,16.25,13.52,1.5
000001.SH,20220118,53412304710456.0,41754621429571.0,5071332354562.0,3883886065762.0,1589945441765.0,0.91,2.21,16.39,13.64,1.51
000001.SH,20220119,53262363652282.0,41643633827295.0,5071767333186.0,3885060339859.0,1590262977810.0,0.8,1.96,16.35,13.6,1.51
000001.SH,20220120,53299662352781.0,41656915510945.0,5072187133415.0,3885255272301.0,1592443649626.0,0.91,2.22,16.36,13.61,1.51
000001.SH,20220121,52821246754137.0,41316860254807.0,5072665860302.0,3889178095600.0,1587813768839.0,0.78,1.91,16.21,13.49,1.5
000001.SH,20220124,52857842654275.0,41365903643230.0,5072791256602.0,3892420937193.0,1593490548559.0,0.67,1.64,16.22,13.5,1.5
000001.SH,20220125,51533490939416.0,40303562488173.0,5073017491876.0,3892559537812.0,1593636987803.0,0.78,1.91,15.81,13.16,1.46
000001.SH,20220126,51805620040105.0,40538632233198.0,5072160947513.0,3891896211458.0,1600419740340.0,0.64,1.55,15.9,13.23,1.47
000001.SH,20220127,51018999645586.0,39868050537183.0,5075056038267.0,3892598789310.0,1603167544962.0,0.66,1.6,15.65,13.03,1.45
000001.SH,20220128,50526159235958.0,39455986034361.0,5075349276421.0,3892678036856.0,1603012850934.0,0.69,1.67,15.5,12.9,1.43
000001.SH,20220207,51661721925863.0,40301770608866.0,5081608081245.0,3894509240448.0,1612677703557.0,0.77,1.87,15.82,13.19,1.46
000001.SH,20220208,52102845346878.0,40618918122253.0,5082014640401.0,3895353443821.0,1608698413368.0,0.88,2.13,15.96,13.3,1.48
000001.SH,20220209,52494023800253.0,40963026930893.0,5082326063144.0,3896068596430.0,1609176195554.0,0.83,2.01,16.07,13.4,1.49
000001.SH,20220210,52626360304632.0,41056060651352.0,5082415262226.0,3896105922586.0,1607979692182.0,0.85,2.05,16.11,13.43,1.49
000001.SH,20220211,52360296286066.0,40827116608925.0,5082415262957.0,3896113187371.0,1608082210835.0,0.85,2.07,16.03,13.36,1.48
000001.SH,20220214,51797074640469.0,40427934108562.0,5082611835069.0,3896263763721.0,1608284038835.0,0.75,1.82,15.86,13.21,1.46
000001.SH,20220215,51990484542525.0,40699740210054.0,5083064850403.0,3899403764955.0,1609890174454.0,0.66,1.59,15.92,13.25,1.47
000001.SH,20220216,52293355321955.0,40931165396007.0,5083248059314.0,3899403764955.0,1609890174454.0,0.66,1.59,16.01,13.32,1.48
000001.SH,20220217,52317344933018.0,40953444813234.0,5083193584665.0,3899366160228.0,1609868297427.0,0.71,1.72,16.02,13.33,1.48
000001.SH,20220218,52671813889471.0,41239114774776.0,5083197097232.0,3899456794528.0,1610271669392.0,0.71,1.72,16.13,13.42,1.49
000001.SH,20220221,52653488680853.0,41262664732842.0,5083197165113.0,3901122791654.0,1610870910580.0,0.71,1.72,16.12,13.41,1.49
000001.SH,20220222,52149574073310.0,40870322035867.0,5083412389494.0,3901460891654.0,1610902245485.0,0.78,1.89,15.97,13.28,1.47
000001.SH,20220223,52560136551036.0,41212317668862.0,5083788687062.0,3902705261077.0,1611049147130.0,0.78,1.89,16.09,13.38,1.48
000001.SH,20220224,51684440046894.0,40520194925344.0,5084385309947.0,3902950960317.0,1611386766969.0,1.17,2.82,15.82,13.14,1.46
000001.SH,20220225,51965327307978.0,40758772561722.0,5085449811755.0,3903348483467.0,1611566858077.0,0.91,2.2,15.9,13.21,1.46
000001.SH,20220228,52129868559603.0,40883893333334.0,5085542015964.0,3903353449776.0,1611673906122.0,0.82,1.99,15.95,13.26,1.47
000001.SH,20220301,52552480353873.0,41244533420217.0,5086229973174.0,3905547451194.0,1612169994517.0,0.78,1.88,16.07,13.36,1.48
000001.SH,20220302,52492902140025.0,41200869235093.0,5086647237779.0,3905731253847.0,1612397612053.0,0.79,1.92,16.05,13.33,1.48
000001.SH,20220303,52530770545714.0,41190616615916.0,5086697270382.0,3905763459536.0,1612724201296.0,1.0,2.43,16.06,13.33,1.48
000001.SH,20220304,52035144362430.0,40789335139288.0,5086727520156.0,3905849363143.0,1612930306947.0,0.95,2.3,15.91,13.2,1.47
000001.SH,20220307,50939968300743.0,39928710045960.0,5086967679437.0,3906717449456.0,1610731594427.0,0.95,2.3,15.58,12.9,1.43
000001.SH,20220308,49755793392218.0,39016590550898.0,5087146452806.0,3907104814589.0,1612110157641.0,1.0,2.43,15.21,12.6,1.4
000001.SH,20220309,49199575116443.0,38594839562339.0,5087647362912.0,3907431932001.0,1614522384224.0,1.12,2.72,15.04,12.45,1.38
000001.SH,20220310,49768976586681.0,39077794839803.0,5089390882286.0,3908414080389.0,1615536938986.0,0.91,2.21,15.2,12.6,1.4
000001.SH,20220311,50004638648514.0,39245109909322.0,5089452514902.0,3908844001292.0,1615613661312.0,0.93,2.24,15.27,12.6,1.41
000001.SH,20220314,48740943243669.0,38233510614528.0,5089359800875.0,3908687919480.0,1612455414775.0,0.82,1.98,14.87,12.28,1.37
000001.SH,20220315,46362476545093.0,36315229742680.0,5089325691095.0,3908545433602.0,1615890586035.0,1.12,2.72,14.05,11.68,1.3
000001.SH,20220316,47944692538049.0,37591014694006.0,5089407786889.0,3908815361610.0,1615317807194.0,1.07,2.58,14.53,12.08,1.35
000001.SH,20220317,48573718106378.0,38112184407399.0,5089386246330.0,3908878270511.0,1616071549795.0,1.01,2.45,14.72,12.23,1.37
000001.SH,20220318,49174004929511.0,38560826831564.0,5089536248899.0,3909075848194.0,1616221727189.0,0.9,2.17,15.07,12.45,1.38
000001.SH,20220321,49190286007634.0,38576861141723.0,5089769313565.0,3908772031842.0,1616512185473.0,0.85,2.06,14.88,12.45,1.38
000001.SH,20220322,49340302838093.0,38685512535864.0,5090076737858.0,3908879628635.0,1616608898356.0,0.87,2.1,14.89,12.5,1.39
000001.SH,20220323,49490758457960.0,38954535852990.0,5090576648068.0,3910919634122.0,1617467554887.0,0.84,2.03,14.95,12.56,1.39
000001.SH,20220324,49234742715277.0,38721399740191.0,5090666551376.0,3910979216844.0,1617336962283.0,0.79,1.9,14.84,12.5,1.38
000001.SH,20220325,48705235021238.0,38286026520208.0,5090820172592.0,3910999403564.0,1617280787028.0,0.82,1.98,14.54,12.37,1.37
000001.SH,20220328,48802360027487.0,38345559587392.0,5091415053067.0,3911455509149.0,1618174939576.0,0.84,2.02,14.27,12.39,1.37
000001.SH,20220329,48679669181877.0,38246784316070.0,5091580314067.0,3911787063880.0,1618333172329.0,0.77,1.85,14.15,12.35,1.36
000001.SH,20220330,49576469609568.0,38988109913651.0,5091813774135.0,3912029972294.0,1615401406122.0,0.88,2.13,14.08,12.55,1.38
000001.SH,20220331,49414869902787.0,38840047245198.0,5092117223827.0,3912163359374.0,1616208804905.0,0.96,2.33,13.24,12.53,1.37
000001.SH,20220401,49879023423224.0,39222612719165.0,5092330377970.0,3912337533642.0,1623744860956.0,0.91,2.2,13.1,12.62,1.38
000001.SH,20220406,49924534132160.0,39262122050953.0,5092815823815.0,3913294702356.0,1624300882779.0,1.04,2.5,13.12,12.63,1.38
000001.SH,20220407,49217819862133.0,38745547593243.0,5092940880539.0,3914486111681.0,1624068060593.0,0.98,2.35,12.92,12.45,1.36
000001.SH,20220408,49471907483172.0,38950007487656.0,5093141983017.0,3914583607483.0,1624133858301.0,1.0,2.41,12.98,12.52,1.37
000001.SH,20220411,48246298480712.0,37960215662653.0,5093867949462.0,3915347621601.0,1624945711856.0,1.03,2.48,12.64,12.21,1.34
000001.SH,20220412,48957992590514.0,38513021220553.0,5096115857621.0,3915447685705.0,1625780903985.0,1.01,2.44,12.8,12.38,1.36
000001.SH,20220413,48604937031994.0,38228497280430.0,5096738655022.0,3915681578605.0,1599144746204.0,0.95,2.32,12.69,12.29,1.35
000001.SH,20220414,49164166916566.0,38727317967268.0,5096759124100.0,3915708139011.0,1599206063426.0,0.9,2.2,12.85,12.44,1.36
000001.SH,20220415,48956545381884.0,38553580028276.0,5098252315717.0,3916368579182.0,1599733549613.0,0.99,2.42,12.7,12.37,1.36
000001.SH,20220418,48641730402138.0,38339780127608.0,5098381254266.0,3917124743131.0,1599842024028.0,0.84,2.05,12.57,12.29,1.35
000001.SH,20220419,48638727349612.0,38347302954256.0,5098649998671.0,3917160484813.0,1601160675835.0,0.82,2.01,12.6,12.29,1.34
000001.SH,20220420,48036106885390.0,37853097834277.0,5099444128475.0,3919008874839.0,1602043463656.0,0.88,2.14,12.41,12.14,1.33
000001.SH,20220421,47045971196263.0,36992342644319.0,5100025057504.0,3919156479691.0,1602186543535.0,0.92,2.26,12.14,11.89,1.3
000001.SH,20220422,47233455887451.0,37128949715698.0,5100517345001.0,3919811552938.0,1603089503590.0,0.81,1.98,12.17,11.93,1.3
000001.SH,20220425,44899498989633.0,35258730714395.0,5100958471164.0,3920198559268.0,1603049662387.0,1.03,2.52,11.51,11.35,1.24
000001.SH,20220426,44271315175321.0,34790048755077.0,5101374678781.0,3920197618882.0,1603543600587.0,0.96,2.35,11.36,11.21,1.22
000001.SH,20220427,45267618129506.0,35620647407743.0,5102018742568.0,3920673105248.0,1603903781741.0,1.01,2.48,11.6,11.47,1.24
000001.SH,20220428,45562957334833.0,35887128993761.0,5102489160369.0,3921147409647.0,1628496178648.0,0.89,2.15,11.6,11.54,1.25
000001.SH,20220429,46622237399224.0,36669241028353.0,5104762359729.0,3921575358280.0,1608478336134.0,1.01,2.46,11.85,11.9,1.27
000001.SH,20220505,46909802518150.0,36942666193713.0,5105262008866.0,3922749222921.0,1605754898084.0,0.92,2.26,12.15,11.97,1.26
000001.SH,20220506,45926475354783.0,36128425894983.0,5106029066668.0,3922903735059.0,1605873987185.0,0.82,2.01,11.89,11.72,1.24
000001.SH,20220509,45976864218291.0,36173837003820.0,5109270361499.0,3924901009454.0,1607315929984.0,0.7,1.71,11.9,11.73,1.24
000001.SH,20220510,46426688274303.0,36516937800185.0,5109677675266.0,3924940461815.0,1606364659392.0,0.89,2.19,12.02,11.84,1.25
000001.SH,20220511,46756038360208.0,36771025614446.0,5110577517266.0,3925419880463.0,1606812812580.0,1.02,2.49,12.11,11.93,1.26
000001.SH,20220512,46717014087414.0,36720715705428.0,5111978317537.0,3925794434569.0,1607122537720.0,0.83,2.02,12.09,11.92,1.26
000001.SH,20220513,47169778256105.0,37118277316909.0,5112325085954.0,3927648886422.0,1608368162976.0,0.8,1.96,12.21,12.03,1.27
000001.SH,20220516,47025219413145.0,37018021020481.0,5111977612824.0,3927476334918.0,1607111337359.0,0.81,1.99,12.15,11.97,1.27
000001.SH,20220517,47325027455354.0,37271490060866.0,5112459517861.0,3929057927491.0,1608735082213.0,0.79,1.93,12.23,12.04,1.27
000001.SH,20220518,47212924139066.0,37159673461732.0,5113025228140.0,3929190753479.0,1609910704034.0,0.76,1.85,12.2,12.01,1.27
000001.SH,20220519,47368949730752.0,37274305535694.0,5115235851832.0,3930100045875.0,1610822168716.0,0.81,1.97,12.24,12.05,1.27
000001.SH,20220520,48114141022356.0,37878105127001.0,5116142434633.0,3930664601039.0,1611212497727.0,0.89,2.17,12.43,12.24,1.29
000001.SH,20220523,48113938823089.0,37886811330362.0,5116955618269.0,3931664055880.0,1611981315262.0,0.85,2.07,12.43,12.24,1.29
000001.SH,20220524,47028569809186.0,37022142129087.0,5117308565551.0,3933321277622.0,1612311463350.0,1.0,2.45,12.15,11.96,1.27
000001.SH,20220525,47615036642591.0,37430190336305.0,5120653128473.0,3933655375174.0,1612742065053.0,0.81,1.98,12.3,12.11,1.28
